,historical,rcp45,rcp85
2082-12-31,,38.30914152453521,34.325664553658235
2083-12-31,,34.17370475030371,34.501813631504774
2084-12-31,,34.36263159050473,36.63202241462256
2085-12-31,,32.493701696928056,40.771501631076845
2086-12-31,,35.00789396597871,39.146054649193374
2087-12-31,,32.33969895435231,34.66625621409288
2088-12-31,,35.37832600995898,36.61369035419609
2089-12-31,,35.456065707174794,43.516119363318595
2090-12-31,,29.229451649423158,36.971773160621524
2091-12-31,,27.621169967044676,35.66080674396029
2092-12-31,,29.0378618187138,35.08723508566618
2093-12-31,,32.888687568317565,37.132945004850626
2094-12-31,,32.65090387181512,40.889627313507454
2095-12-31,,33.21910183211522,30.415995119671738
2096-12-31,,36.6499476833269,34.8885326114084
2097-12-31,,37.28690346702933,31.612867549327866
2098-12-31,,37.15831465786323,40.99089477344283
