,Name,NameMnemonic,StateCode,hist_mean,hist_max,hist_median,hist_70p,hist_95p,hist_10yr_mean,hist_10yr_max,hist_10yr_median,hist_10yr_70p,hist_10yr_95p,rcp45_mean,rcp45_max,rcp45_median,mid_rcp45_mean,mid_rcp45_max,mid_rcp45_median,late_rcp45_mean,late_rcp45_max,late_rcp45_median,rcp85_mean,rcp85_max,rcp85_median,mid_rcp85_mean,mid_rcp85_max,mid_rcp85_median,late_rcp85_mean,late_rcp85_max,late_rcp85_median,shifting_rcp45,shifting_rcp85,shifting_mid_rcp45,shifting_late_rcp45,shifting_mid_rcp85,shifting_late_rcp85
58,"Sherwood, WA, Disposal Site",SHE,WA,6111.12,7048.31,6106.99,6309.1,6736.19,5946.6,6574.11,5904.19,6104.55,6478.82,5077.16,6386.18,5043.55,5005.11,5630.16,4989.17,4765.96,5293.7,4771.42,4729.73,6379.33,4741.28,4854.3,5377.27,4861.07,3881.69,4337.89,3843.22,0,0,0,0,0,0
59,"Shiprock, NM, Disposal Site",SHP,NM,4943.08,5721.5,4945.26,5133.1,5482.58,4773.13,5310.11,4766.29,4914.86,5225.94,3999.24,5057.01,3976.61,3939.8,4318.05,3941.5,3725.89,4074.17,3723.98,3658.92,5194.83,3669.08,3765.42,4158.39,3772.65,2862.67,3281.92,2826.95,0,0,0,0,0,0
60,"Shirley Basin South, WY, Disposal Site",SBS,WY,8516.74,9444.55,8527.47,8740.34,9171.41,8267.12,8803.12,8241.13,8437.63,8743.0,7216.38,8547.46,7189.22,7131.28,7683.09,7129.14,6812.49,7309.44,6844.14,6732.13,8647.17,6792.51,6896.71,7383.68,6909.66,5615.06,6094.38,5631.16,0,0,0,0,0,0
61,"Shoal, NV, Site",SHL,NV,4979.92,5901.86,4982.69,5173.85,5556.92,4802.31,5377.57,4784.18,4956.86,5277.66,4028.05,5187.33,3988.14,3978.57,4456.2,3955.86,3737.46,4194.94,3734.2,3705.68,5278.16,3706.86,3807.45,4287.96,3779.79,2926.18,3394.83,2901.46,0,0,0,0,0,0
62,"SiteAPlotM, IL, Decommissioned Reactor Site",SAM,IL,6212.03,7118.5,6209.75,6428.47,6823.2,6034.36,6535.18,6059.07,6176.37,6462.78,5207.25,6425.09,5169.68,5200.08,5667.13,5218.65,4906.04,5312.22,4928.81,4842.99,6412.5,4862.54,4974.36,5442.8,4955.85,3980.78,4412.77,3948.96,0,0,0,0,0,0
63,"Slick Rock East, CO, Processing Site",SRE,CO,5978.19,6841.16,5991.03,6198.16,6571.73,5778.95,6365.48,5769.94,5945.2,6270.53,4887.03,6097.86,4855.37,4820.77,5249.46,4830.41,4567.43,4957.04,4573.96,4500.12,6232.15,4515.16,4629.04,5081.2,4651.46,3595.5,4044.17,3556.74,0,0,0,0,0,0
64,"Slick Rock West, CO, Processing Site",SRW,CO,5978.19,6841.16,5991.03,6198.16,6571.73,5778.95,6365.48,5769.94,5945.2,6270.53,4887.03,6097.86,4855.37,4820.77,5249.46,4830.41,4567.43,4957.04,4573.96,4500.12,6232.15,4515.16,4629.04,5081.2,4651.46,3595.5,4044.17,3556.74,0,0,0,0,0,0
65,"Slick Rock, CO, Disposal Site",SRD,CO,5978.19,6841.16,5991.03,6198.16,6571.73,5778.95,6365.48,5769.94,5945.2,6270.53,4887.03,6097.86,4855.37,4820.77,5249.46,4830.41,4567.43,4957.04,4573.96,4500.12,6232.15,4515.16,4629.04,5081.2,4651.46,3595.5,4044.17,3556.74,0,0,0,0,0,0
66,"Spook, WY, Disposal Site",SPK,WY,7271.77,8170.65,7277.05,7479.51,7903.81,7064.85,7556.39,7056.13,7234.86,7494.94,6157.92,7400.14,6127.77,6087.65,6633.79,6071.1,5808.22,6311.98,5843.25,5738.0,7481.1,5777.59,5879.94,6347.81,5892.03,4767.25,5227.03,4777.21,0,0,0,0,0,0
67,"Tonopah Test Range, NV, Site",TTR,NV,4155.49,4999.26,4158.25,4326.01,4692.28,4003.24,4523.86,3993.56,4150.14,4438.38,3299.23,4364.28,3268.58,3249.31,3676.02,3224.1,3037.52,3422.32,3036.91,3004.33,4438.09,3009.84,3098.42,3529.48,3080.75,2295.35,2736.72,2273.0,0,0,0,0,0,0
68,"Tuba City, AZ, Disposal Site",TUB,AZ,4904.43,5615.94,4922.22,5065.76,5393.65,4740.37,5203.83,4738.17,4868.1,5136.74,3999.32,4994.81,3964.89,3944.48,4305.29,3937.82,3731.04,4057.78,3736.76,3663.27,5102.28,3677.16,3770.82,4137.66,3751.64,2876.99,3284.84,2850.15,0,0,0,0,0,0
69,"Utah, UT, Site",UTA,UT,6875.53,7780.75,6896.23,7114.67,7510.06,6658.53,7241.73,6652.7,6866.31,7162.97,5691.49,7066.37,5660.52,5620.54,6130.78,5636.92,5335.19,5789.37,5336.34,5268.53,7130.44,5281.04,5427.62,5952.89,5423.43,4263.84,4767.48,4238.08,0,0,0,0,0,0
70,"Weldon Spring, MO, Site",WEL,MO,4567.49,5385.81,4570.34,4748.07,5073.23,4424.0,4837.78,4417.38,4539.63,4780.05,3798.42,4848.08,3782.34,3782.57,4214.6,3794.72,3578.79,3954.26,3599.11,3521.31,4848.63,3529.04,3626.44,4044.7,3615.3,2870.76,3292.23,2856.76,0,0,0,0,0,0
