,Name,NameMnemonic,StateCode,hist_mean,hist_max,hist_median,hist_70p,hist_95p,hist_10yr_mean,hist_10yr_max,hist_10yr_median,hist_10yr_70p,hist_10yr_95p,rcp45_mean,rcp45_max,rcp45_median,mid_rcp45_mean,mid_rcp45_max,mid_rcp45_median,late_rcp45_mean,late_rcp45_max,late_rcp45_median,rcp85_mean,rcp85_max,rcp85_median,mid_rcp85_mean,mid_rcp85_max,mid_rcp85_median,late_rcp85_mean,late_rcp85_max,late_rcp85_median,shifting_rcp45,shifting_rcp85,shifting_mid_rcp45,shifting_late_rcp45,shifting_mid_rcp85,shifting_late_rcp85
12,"Durango, CO, Processing Site",DUP,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
13,"Edgemont, SD, Disposal Site",EDG,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.27,0.0,0.01,0.07,0.0,0.02,0.22,0.0,1.31,33.82,0.0,0.09,0.78,0.0,5.39,22.63,2.7,0,0,0,0,0,3
14,"Falls City, TX, Disposal Site",FCT,TX,0.16,4.27,0.0,0.0,0.78,0.36,2.07,0.0,0.15,1.59,5.71,48.78,1.7,3.65,13.55,2.01,13.73,32.01,11.77,42.05,276.29,10.03,11.92,34.26,8.47,128.1,217.78,125.51,3,3,3,3,3,3
15,"Fernald Preserve, OH, Site",FER,OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.28,0.0,0.05,0.4,0.0,0.14,0.96,0.0,2.71,39.22,0.0,0.16,0.74,0.02,9.14,29.94,6.8,0,0,0,0,3,3
16,"Gasbuggy, NM, Site",GSB,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
17,"George West, TX, Calibration Model",GWC,TX,0.15,4.3,0.0,0.0,0.7,0.34,1.92,0.0,0.18,1.49,5.91,47.98,1.84,3.6,12.89,2.17,14.48,33.35,13.09,44.83,288.99,10.89,12.1,33.86,9.34,137.46,226.05,136.38,3,3,3,3,3,3
18,"Gnome-Coach, NM, Site",GNO,NM,0.01,0.31,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.05,1.84,27.14,0.05,0.66,4.59,0.0,5.17,18.39,3.7,22.46,195.43,1.33,2.62,13.19,0.78,70.76,154.62,57.98,3,3,2,3,3,3
19,"Grand Junction Regional Airport, CO, Calibration Model",GAC,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62,0.0,0.0,0.0,0.0,0.08,0.31,0.0,1.41,24.49,0.0,0.01,0.11,0.0,5.36,20.23,2.24,0,0,0,3,0,3
20,"Grand Junction, CO, Calibration Model",GJC,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62,0.0,0.0,0.0,0.0,0.08,0.31,0.0,1.41,24.49,0.0,0.01,0.11,0.0,5.36,20.23,2.24,0,0,0,3,0,3
21,"Grand Junction, CO, Disposal Site",GRJ,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.27,7.5,0.0,0.0,0.0,0.0,1.36,6.34,0.22,0,0,0,0,0,3
22,"Grand Junction, CO, Processing Site",GJT,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62,0.0,0.0,0.0,0.0,0.08,0.31,0.0,1.41,24.49,0.0,0.01,0.11,0.0,5.36,20.23,2.24,0,0,0,3,0,3
23,"Grand Junction, CO, Site",GJO,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62,0.0,0.0,0.0,0.0,0.08,0.31,0.0,1.41,24.49,0.0,0.01,0.11,0.0,5.36,20.23,2.24,0,0,0,3,0,3
24,"Grants, NM, Calibration Model",GNC,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
25,"Green River, UT, Disposal Site",GRN,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,6.37,0.0,0.12,0.99,0.0,1.2,4.54,0.67,11.15,102.62,0.22,0.51,3.63,0.0,38.97,80.94,34.89,0,3,0,3,3,3
26,"Gunnison, CO, Disposal Site",GUD,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
27,"Gunnison, CO, Processing Site",GUP,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
28,"Hallam, NE, Decommissioned Reactor Site",HAL,NE,0.0,0.09,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.05,0.45,12.51,0.0,0.26,1.44,0.01,0.77,4.83,0.02,9.54,146.61,0.09,0.88,4.67,0.19,38.56,114.04,28.74,0,3,2,2,3,3
29,"L-Bar, NM, Disposal Site",BAR,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0,0,0,0,0,0
30,"Laboratory for Energy-Related Health Research, CA, Site",LEH,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,6.44,0.0,0.0,0.0,0.0,0.72,4.25,0.21,0,0,0,0,0,3
31,"Lakeview, OR, Disposal Site",LKD,OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.11,0.0,0.0,0.0,0.0,0.09,0.78,0.0,0,0,0,0,0,0
32,"Lakeview, OR, Processing Site",LKP,OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,3.52,0.0,0.0,0.0,0.0,0.17,1.31,0.0,0,0,0,0,0,0
33,"Lowman, ID, Disposal Site",LOW,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0,0,0,0,0,0
34,"Maxey Flats, KY, Disposal Site",MAX,KY,0.01,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,4.47,0.0,0.23,1.7,0.0,0.24,1.33,0.0,3.61,51.02,0.0,0.34,1.48,0.0,12.08,39.49,8.06,0,3,0,0,0,3
35,"Maybell West, CO, Disposal Site",MAW,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.26,0.0,0.0,0.0,0.0,0.03,0.24,0.0,0,0,0,0,0,0
36,"Maybell, CO, Disposal Site",MAY,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,0,0,0,0
37,"Mexican Hat, UT, Disposal Site",HAT,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,4.75,0.0,0.09,0.77,0.0,0.4,1.64,0.2,7.78,77.81,0.05,0.43,2.56,0.02,28.27,61.44,24.34,0,3,0,3,3,3
38,"Monticello, UT, Disposal and Processing Sites",MNT,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,3.06,0.0,0.0,0.0,0.0,0.57,2.27,0.27,0,0,0,0,0,3
39,"Monument Valley, AZ, Processing Site",MON,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.98,0.0,0.0,0.03,0.0,0.06,0.39,0.0,2.69,34.95,0.0,0.04,0.26,0.0,10.62,28.05,8.43,0,0,0,0,0,3
40,"Mound, OH, Site",MND,OH,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.69,0.0,0.03,0.29,0.0,0.08,0.6,0.0,2.14,32.91,0.0,0.09,0.43,0.0,7.22,23.9,5.18,0,0,0,0,0,3
41,"Naturita, CO, Disposal Site",NAD,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.74,14.55,0.0,0.0,0.01,0.0,3.06,12.55,1.09,0,0,0,0,0,3
42,"Naturita, CO, Processing Site",NAP,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,5.31,0.0,0.0,0.0,0.0,0.86,4.45,0.13,0,0,0,0,0,3
43,"Parkersburg, WV, Disposal Site",PKB,WV,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.61,0.0,0.1,0.8,0.0,0.16,1.24,0.0,2.17,33.24,0.0,0.17,1.01,0.02,7.28,23.86,4.17,0,0,0,0,3,3
44,"Pinellas County, FL, Site",PIN,FL,0.01,0.6,0.0,0.0,0.02,0.01,0.09,0.0,0.0,0.05,0.33,8.96,0.0,0.24,1.56,0.0,0.84,5.37,0.0,7.03,97.58,0.02,0.55,3.43,0.0,21.18,50.79,15.87,0,2,0,0,0,3
45,"Piqua, OH, Decommissioned Reactor Site",PIQ,OH,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.51,0.0,0.01,0.1,0.0,0.02,0.17,0.0,0.98,19.1,0.0,0.01,0.07,0.0,3.25,11.92,1.94,0,0,0,0,0,3
46,"Pre-Gondola and Trencher, MT, Site",PGD,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.42,0.0,0.01,0.07,0.0,0.13,0.79,0.0,1.3,30.2,0.0,0.14,1.04,0.0,5.68,26.4,2.17,0,0,0,0,0,3
47,"Pre-Schooner II, ID, Site",PSC,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.02,0.18,0.0,0.37,10.81,0.0,0.0,0.0,0.0,1.3,6.05,0.33,0,0,0,0,0,3
48,"Rifle New, CO, Processing Site",RFN,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
49,"Rifle Old, CO, Processing Site",RFO,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
50,"Rifle, CO, Disposal Site",RFL,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
51,"Rio Blanco, CO, Site",RBL,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.12,0.0,0,0,0,0,0,0
52,"Riverton, WY, Processing Site",RVT,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,5.24,0.0,0.0,0.0,0.0,0.35,2.67,0.0,0,0,0,0,0,0
53,"Rocky Flats, CO, Site",RFS,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.48,0.0,0.0,0.0,0.0,0.17,1.37,0.0,0,0,0,0,0,0
54,"Rulison, CO, Site",RUL,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
55,"Salmon, MS, Site",SAL,MS,0.11,4.46,0.0,0.0,0.17,0.37,2.9,0.0,0.01,1.9,1.97,28.07,0.08,1.65,8.84,0.16,2.66,11.78,0.66,14.29,178.33,1.17,3.74,16.76,1.24,41.75,118.3,29.64,2,3,2,2,2,3
56,"Salt Lake City, UT, Disposal Site",SLD,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,3.14,0.0,0.02,0.21,0.0,0.47,2.98,0.05,6.15,76.51,0.01,0.13,1.05,0.0,22.17,50.04,18.37,0,3,0,3,0,3
57,"Salt Lake City, UT, Processing Site",SLP,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.94,18.19,0.0,0.0,0.0,0.0,3.46,12.35,2.26,0,0,0,0,0,3
58,"Sherwood, WA, Disposal Site",SHE,WA,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,1.74,0.0,0.02,0.19,0.0,0.05,0.41,0.0,1.41,29.67,0.0,0.06,0.57,0.0,6.32,22.45,3.34,0,0,0,0,0,3
59,"Shiprock, NM, Disposal Site",SHP,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.93,0.0,0.01,0.06,0.0,0.16,0.79,0.02,2.72,40.43,0.0,0.09,0.42,0.0,10.34,32.62,7.83,0,0,0,3,0,3
60,"Shirley Basin South, WY, Disposal Site",SBS,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
61,"Shoal, NV, Site",SHL,NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.21,0.0,0.02,0.14,0.0,0.25,1.82,0.01,2.68,44.28,0.0,0.17,1.35,0.0,10.41,31.41,8.22,0,0,0,3,0,3
62,"SiteAPlotM, IL, Decommissioned Reactor Site",SAM,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.9,0.0,0.0,0.03,0.0,0.05,0.38,0.0,0.85,16.69,0.0,0.09,0.51,0.0,2.84,11.73,1.43,0,0,0,0,0,3
63,"Slick Rock East, CO, Processing Site",SRE,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.58,11.98,0.0,0.0,0.0,0.0,2.46,10.48,0.86,0,0,0,0,0,3
64,"Slick Rock West, CO, Processing Site",SRW,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.58,11.98,0.0,0.0,0.0,0.0,2.46,10.48,0.86,0,0,0,0,0,3
65,"Slick Rock, CO, Disposal Site",SRD,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.58,11.98,0.0,0.0,0.0,0.0,2.46,10.48,0.86,0,0,0,0,0,3
66,"Spook, WY, Disposal Site",SPK,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,7.1,0.0,0.0,0.0,0.0,0.48,3.71,0.02,0,0,0,0,0,3
67,"Tonopah Test Range, NV, Site",TTR,NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,8.26,0.0,0.16,1.15,0.02,0.9,5.48,0.14,8.2,86.79,0.14,0.79,4.27,0.03,30.19,62.63,26.71,0,3,3,3,3,3
68,"Tuba City, AZ, Disposal Site",TUB,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.0,0.01,0.05,0.0,0.01,0.09,0.0,0.99,17.05,0.0,0.02,0.14,0.0,4.21,13.78,2.18,0,0,0,0,0,3
69,"Utah, UT, Site",UTA,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,12.44,0.0,0.0,0.0,0.0,2.61,11.13,0.68,0,0,0,0,0,3
70,"Weldon Spring, MO, Site",WEL,MO,0.07,2.07,0.0,0.0,0.24,0.1,0.67,0.0,0.0,0.49,1.15,24.01,0.0,1.15,6.66,0.25,1.88,8.16,0.96,16.31,185.17,0.85,2.15,9.23,0.79,59.32,147.09,48.34,0,3,2,3,3,3
