,Name,NameMnemonic,StateCode,hist_mean,hist_std,hist_min,hist_max,hist_median,hist_pr60,hist_pr70,hist_pr80,hist_pr90,hist_pr95,rcp45_mean,rcp45_std,rcp45_min,rcp45_max,rcp45_median,rcp85_mean,rcp85_std,rcp85_min,rcp85_max,rcp85_median,shifting_rcp45,shifting_rcp85
12,"Durango, CO, Processing Site",DUP,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
13,"Edgemont, SD, Disposal Site",EDG,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.24,0.0,2.27,0.0,1.31,4.58,0.0,33.82,0.0,3.0,3.0
14,"Falls City, TX, Disposal Site",FCT,TX,0.16,0.66,0.0,4.27,0.0,0.0,0.0,0.0,0.19,0.78,5.71,9.4,0.0,48.78,1.7,42.05,62.56,0.0,276.29,10.03,3.0,3.0
15,"Fernald Preserve, OH, Site",FER,OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.0,2.28,0.0,2.71,6.83,0.0,39.22,0.0,3.0,3.0
16,"Gasbuggy, NM, Site",GSB,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
17,"George West, TX, Calibration Model",GWC,TX,0.15,0.66,0.0,4.3,0.0,0.0,0.0,0.0,0.16,0.7,5.91,9.45,0.0,47.98,1.84,44.83,65.99,0.0,288.99,10.89,3.0,3.0
18,"Gnome-Coach, NM, Site",GNO,NM,0.01,0.05,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,1.84,4.45,0.0,27.14,0.05,22.46,40.75,0.0,195.43,1.33,3.0,3.0
19,"Grand Junction Regional Airport, CO, Calibration Model",GAC,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.62,0.0,1.41,4.17,0.0,24.49,0.0,3.0,3.0
20,"Grand Junction, CO, Calibration Model",GJC,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.62,0.0,1.41,4.17,0.0,24.49,0.0,3.0,3.0
21,"Grand Junction, CO, Disposal Site",GRJ,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.27,1.1,0.0,7.5,0.0,3.0,3.0
22,"Grand Junction, CO, Processing Site",GJT,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.62,0.0,1.41,4.17,0.0,24.49,0.0,3.0,3.0
23,"Grand Junction, CO, Site",GJO,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.62,0.0,1.41,4.17,0.0,24.49,0.0,3.0,3.0
24,"Grants, NM, Calibration Model",GNC,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,3.0
25,"Green River, UT, Disposal Site",GRN,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.01,0.0,6.37,0.0,11.15,22.01,0.0,102.62,0.22,3.0,3.0
26,"Gunnison, CO, Disposal Site",GUD,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
27,"Gunnison, CO, Processing Site",GUP,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
28,"Hallam, NE, Decommissioned Reactor Site",HAL,NE,0.0,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.7,0.0,12.51,0.0,9.54,23.98,0.0,146.61,0.09,3.0,3.0
29,"L-Bar, NM, Disposal Site",BAR,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.29,0.0,,3.0
30,"Laboratory for Energy-Related Health Research, CA, Site",LEH,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.0,0.16,0.82,0.0,6.44,0.0,3.0,3.0
31,"Lakeview, OR, Disposal Site",LKD,OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.23,0.0,2.11,0.0,,3.0
32,"Lakeview, OR, Processing Site",LKP,OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.39,0.0,3.52,0.0,,3.0
33,"Lowman, ID, Disposal Site",LOW,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.16,0.0,,3.0
34,"Maxey Flats, KY, Disposal Site",MAX,KY,0.01,0.08,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.69,0.0,4.47,0.0,3.61,8.89,0.0,51.02,0.0,3.0,3.0
35,"Maybell West, CO, Disposal Site",MAW,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.26,0.0,,3.0
36,"Maybell, CO, Disposal Site",MAY,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,3.0
37,"Mexican Hat, UT, Disposal Site",HAT,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.65,0.0,4.75,0.0,7.78,15.96,0.0,77.81,0.05,3.0,3.0
38,"Monticello, UT, Disposal and Processing Sites",MNT,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.48,0.0,3.06,0.0,,3.0
39,"Monument Valley, AZ, Processing Site",MON,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.0,0.98,0.0,2.69,6.74,0.0,34.95,0.0,3.0,3.0
40,"Mound, OH, Site",MND,OH,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,1.69,0.0,2.14,5.6,0.0,32.91,0.0,3.0,3.0
41,"Naturita, CO, Disposal Site",NAD,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.15,0.0,0.74,2.46,0.0,14.55,0.0,3.0,3.0
42,"Naturita, CO, Processing Site",NAP,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.73,0.0,5.31,0.0,,3.0
43,"Parkersburg, WV, Disposal Site",PKB,WV,0.0,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.35,0.0,2.61,0.0,2.17,5.54,0.0,33.24,0.0,3.0,3.0
44,"Pinellas County, FL, Site",PIN,FL,0.01,0.08,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.02,0.33,1.22,0.0,8.96,0.0,7.03,17.2,0.0,97.58,0.02,3.0,3.0
45,"Piqua, OH, Decommissioned Reactor Site",PIQ,OH,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.51,0.0,0.98,2.94,0.0,19.1,0.0,2.0,3.0
46,"Pre-Gondola and Trencher, MT, Site",PGD,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.0,1.42,0.0,1.3,4.53,0.0,30.2,0.0,3.0,3.0
47,"Pre-Schooner II, ID, Site",PSC,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.18,0.0,0.37,1.61,0.0,10.81,0.0,3.0,3.0
48,"Rifle New, CO, Processing Site",RFN,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
49,"Rifle Old, CO, Processing Site",RFO,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
50,"Rifle, CO, Disposal Site",RFL,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
51,"Rio Blanco, CO, Site",RBL,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.0,,3.0
52,"Riverton, WY, Processing Site",RVT,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.58,0.0,5.24,0.0,,3.0
53,"Rocky Flats, CO, Site",RFS,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.0,1.48,0.0,,3.0
54,"Rulison, CO, Site",RUL,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
55,"Salmon, MS, Site",SAL,MS,0.11,0.63,0.0,4.46,0.0,0.0,0.0,0.0,0.03,0.17,1.97,4.76,0.0,28.07,0.08,14.29,30.33,0.0,178.33,1.17,3.0,3.0
56,"Salt Lake City, UT, Disposal Site",SLD,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.42,0.0,3.14,0.0,6.15,14.49,0.0,76.51,0.01,3.0,3.0
57,"Salt Lake City, UT, Processing Site",SLP,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.94,3.06,0.0,18.19,0.0,3.0,3.0
58,"Sherwood, WA, Disposal Site",SHE,WA,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.0,1.74,0.0,1.41,4.37,0.0,29.67,0.0,3.0,3.0
59,"Shiprock, NM, Disposal Site",SHP,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.27,0.0,1.93,0.0,2.72,6.99,0.0,40.43,0.0,3.0,3.0
60,"Shirley Basin South, WY, Disposal Site",SBS,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,3.0
61,"Shoal, NV, Site",SHL,NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.27,0.0,2.21,0.0,2.68,7.49,0.0,44.28,0.0,3.0,3.0
62,"SiteAPlotM, IL, Decommissioned Reactor Site",SAM,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.0,0.9,0.0,0.85,2.64,0.0,16.69,0.0,3.0,3.0
63,"Slick Rock East, CO, Processing Site",SRE,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.0,0.58,2.01,0.0,11.98,0.0,3.0,3.0
64,"Slick Rock West, CO, Processing Site",SRW,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.0,0.58,2.01,0.0,11.98,0.0,3.0,3.0
65,"Slick Rock, CO, Disposal Site",SRD,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.0,0.58,2.01,0.0,11.98,0.0,3.0,3.0
66,"Spook, WY, Disposal Site",SPK,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.21,0.0,0.14,0.8,0.0,7.1,0.0,3.0,3.0
67,"Tonopah Test Range, NV, Site",TTR,NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.18,0.0,8.26,0.0,8.2,16.75,0.0,86.79,0.14,3.0,3.0
68,"Tuba City, AZ, Disposal Site",TUB,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.17,0.0,0.99,3.02,0.0,17.05,0.0,3.0,3.0
69,"Utah, UT, Site",UTA,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,2.18,0.0,12.44,0.0,3.0,3.0
70,"Weldon Spring, MO, Site",WEL,MO,0.07,0.31,0.0,2.07,0.0,0.0,0.0,0.0,0.03,0.24,1.15,3.52,0.0,24.01,0.0,16.31,34.93,0.0,185.17,0.85,3.0,3.0
