,Name,NameMnemonic,StateCode,hist_mean,hist_std,hist_min,hist_max,hist_median,hist_pr60,hist_pr70,hist_pr80,hist_pr90,hist_pr95,rcp45_mean,rcp45_std,rcp45_min,rcp45_max,rcp45_median,rcp85_mean,rcp85_std,rcp85_min,rcp85_max,rcp85_median,1990_2019_mean,1990_2019_std,1990_2019_min,1990_2019_max,1990_2019_median
11,"Durango, CO, Disposal Site",DUD,CO,31.181502559968294,12.596848573085744,12.01157312441085,74.47533868253231,28.522861043789558,31.503056774714164,35.072971960263594,39.4984809282635,47.28655194464539,54.7019213371511,33.36635448455408,13.587348880320084,12.066642916761339,82.33299308589527,30.494648923299142,34.20348662803782,13.643607874644138,12.58595430990681,84.25006461994988,31.451369170099497,31.082812512954103,11.800243927001672,13.094456221110054,65.5044319906405,28.77908845964287
12,"Durango, CO, Processing Site",DUP,CO,37.86038262460723,14.767687468790367,15.04500298095601,87.41069877786296,34.742779517546296,38.37623976703201,42.52886767499149,47.994221480829374,56.3778576108494,64.94852680979031,40.588771664979085,16.01367439018385,15.498101724577802,101.94936727306673,37.68758829017835,41.75756916221186,16.179519853747944,15.672074291589004,98.89179340430668,38.5856341969754,37.9430109442308,13.91624422935547,16.467170909579313,76.63384710571596,35.702037026307416
13,"Edgemont, SD, Disposal Site",EDG,SD,28.779520873367613,11.399705746998816,12.41837571308549,68.40756977243083,26.109984580294363,29.397217716489518,32.42010206117162,36.971422138490844,43.690811935812235,49.40872715253915,30.092658223244598,11.726499493400341,12.356241562935923,71.92534604775054,27.693526865914464,30.51974521939272,12.127452646135701,12.23572793616248,74.82276713209492,28.108364676258393,29.07821660404888,11.503503552931468,13.52604691138757,61.382213088550735,26.369679320071423
14,"Falls City, TX, Disposal Site",FCT,TX,60.81308444512874,26.282574727005837,23.18428178716983,148.31253912832057,55.45001128422363,62.19359197254692,68.90273333660194,78.11368647962809,95.06194713924613,109.31262349975961,64.32898472471581,29.062512623974758,19.520242708469077,166.407532032047,58.07045327632555,65.98066591436898,31.79454178985705,20.133204432204366,193.19238354052817,58.073721679725814,61.58099690030143,29.024875838467512,24.099647579714656,148.72619562915392,54.66679128419076
15,"Fernald Preserve, OH, Site",FER,OH,47.55893521906561,14.141105021695662,24.851663670103466,93.29413287341595,44.88023740372488,48.128678942365305,52.52701497769782,57.29806790394442,66.22378691764814,72.9930492184524,52.104650636976395,14.506638652339925,27.065315496708667,101.52610511119876,49.74079941665487,57.591682367697686,16.61006166002392,27.691140538081527,114.46599406855447,55.65986444375345,49.663361562920606,15.2886806152812,26.77202300567712,91.21235311031342,47.14055014774203
16,"Gasbuggy, NM, Site",GSB,NM,29.938889793369782,11.200408920876686,12.768025037699513,68.34721408252206,27.946747124328144,30.49477177805134,33.5342403168657,37.326174575303284,43.188935784356936,49.873549544385504,31.67879717955281,11.83647318542468,12.1741220554603,73.31156100013426,29.438992313641524,31.520750984729272,12.051039202963556,11.722415740535196,75.72798297873565,29.641092152866936,29.907392840855408,11.308015323126043,12.826679949648678,62.90843671719943,28.125107288360596
17,"George West, TX, Calibration Model",GWC,TX,60.508981476803974,27.1117679539287,22.073603102139064,153.84214195821966,54.47094224925552,61.110973863729406,69.14783970319799,79.42786831408739,92.99363086798361,110.55247749068907,63.7646406965251,29.677377053338766,19.652871867375715,177.24466898611612,57.465076067351866,65.7044595976128,33.00250448157826,19.857316454207258,202.90580232228552,58.48810507117638,60.03540967971893,27.03286592666405,24.08495542061116,138.1835446293865,54.2827564291656
18,"Gnome-Coach, NM, Site",GNO,NM,37.58979163522243,20.37767640528736,11.487614280278128,115.49170216811555,32.42610434203276,37.45689622259566,42.17773514267589,49.42804899598871,61.637547951457755,75.69981014489063,37.01676742594808,21.103125454283916,9.561193002653974,137.6907133896436,32.26730828838689,37.83234422457635,21.862799397744748,8.770919795746781,131.00453532700027,32.8511387974556,38.83611318802123,21.691333385829545,12.562002048694662,106.99767691216299,32.72027687302658
19,"Grand Junction Regional Airport, CO, Calibration Model",GAC,CO,23.816898023431683,9.517291313974761,10.211415010105286,57.24333635132228,21.85887496785394,23.88844056321042,26.731865337517643,29.996763755168235,36.02597656925874,41.441965216238586,25.646135843441034,9.70186170641677,9.815775649622083,63.630455053810564,23.858067629459715,26.851202891400014,11.04781654825874,10.258022043853998,71.22040619807584,24.498746121701384,24.59405097133237,10.04783264611342,11.09826957939991,55.96238804448928,22.696934826672077
20,"Grand Junction, CO, Calibration Model",GJC,CO,23.816898023431683,9.517291313974761,10.211415010105286,57.24333635132228,21.85887496785394,23.88844056321042,26.731865337517643,29.996763755168235,36.02597656925874,41.441965216238586,25.646135843441034,9.70186170641677,9.815775649622083,63.630455053810564,23.858067629459715,26.851202891400014,11.04781654825874,10.258022043853998,71.22040619807584,24.498746121701384,24.59405097133237,10.04783264611342,11.09826957939991,55.96238804448928,22.696934826672077
21,"Grand Junction, CO, Disposal Site",GRJ,CO,25.267648463177835,10.61889064720469,10.164934123999306,62.32867352664471,22.817343859268085,25.330503956813896,28.338094800710678,32.42531350946852,37.902874120378065,44.56135705778642,26.310972434951218,10.030041181433138,10.622437108707215,64.07828660947936,24.47413182484784,27.654686041079355,11.712718259923133,10.611804155632854,71.95862938782999,25.248926216071204,25.803295886969845,10.424262412457262,11.348660526398037,56.244997440704275,23.73361286175038
22,"Grand Junction, CO, Processing Site",GJT,CO,23.816898023431683,9.517291313974761,10.211415010105286,57.24333635132228,21.85887496785394,23.88844056321042,26.731865337517643,29.996763755168235,36.02597656925874,41.441965216238586,25.646135843441034,9.70186170641677,9.815775649622083,63.630455053810564,23.858067629459715,26.851202891400014,11.04781654825874,10.258022043853998,71.22040619807584,24.498746121701384,24.59405097133237,10.04783264611342,11.09826957939991,55.96238804448928,22.696934826672077
23,"Grand Junction, CO, Site",GJO,CO,23.816898023431683,9.517291313974761,10.211415010105286,57.24333635132228,21.85887496785394,23.88844056321042,26.731865337517643,29.996763755168235,36.02597656925874,41.441965216238586,25.646135843441034,9.70186170641677,9.815775649622083,63.630455053810564,23.858067629459715,26.851202891400014,11.04781654825874,10.258022043853998,71.22040619807584,24.498746121701384,24.59405097133237,10.04783264611342,11.09826957939991,55.96238804448928,22.696934826672077
24,"Grants, NM, Calibration Model",GNC,NM,28.809616133589675,12.735035296294457,10.727220537540104,73.1724255984383,25.81140188101147,28.861148548977717,32.356091741738574,37.1692858237241,45.31605170507516,53.23162149704461,30.348141067427804,12.98270480016619,10.567828829932425,83.2069249158459,28.171333454416267,29.44624835787529,12.159112868995653,9.718028708760228,71.0912489731397,27.295524557121098,28.56325439929852,12.141495772195176,11.1109932186082,61.27190353082759,26.288077421486378
25,"Green River, UT, Disposal Site",GRN,UT,16.091523265908,8.322045535443648,6.277110623860998,52.3320909456483,14.237810288822013,15.635061064468962,17.619154595636896,20.644955603139742,25.283406222505228,29.86118139732363,16.804355076877936,7.784450830837973,5.7075984559820165,51.5244715847075,15.184863746565368,16.94394176677531,7.486408849513747,5.884528809526403,49.04389990759747,15.375269917837743,15.979376833901965,8.10947000417286,6.648874642061336,43.387768297855345,14.264521049335599
26,"Gunnison, CO, Disposal Site",GUD,CO,36.808050468050865,14.529266610454917,16.410300474879996,90.0763853852238,33.63250346322145,36.9180337259812,40.84756925835141,45.52030695070113,54.916939485285965,63.65428223008556,39.04413185471607,14.741768034152177,16.87646145666284,94.01002930743354,36.154254412810715,40.845936331133665,17.074049167183396,16.228336661255785,111.07176441167083,37.18234566705568,37.550191414941644,16.01127703672375,17.18453262001276,87.78551401836532,34.24504600199206
27,"Gunnison, CO, Processing Site",GUP,CO,36.808050468050865,14.529266610454917,16.410300474879996,90.0763853852238,33.63250346322145,36.9180337259812,40.84756925835141,45.52030695070113,54.916939485285965,63.65428223008556,39.04413185471607,14.741768034152177,16.87646145666284,94.01002930743354,36.154254412810715,40.845936331133665,17.074049167183396,16.228336661255785,111.07176441167083,37.18234566705568,37.550191414941644,16.01127703672375,17.18453262001276,87.78551401836532,34.24504600199206
28,"Hallam, NE, Decommissioned Reactor Site",HAL,NE,48.80985761149217,18.063772424321563,22.79905334913305,112.33179915164199,44.97511138740395,49.26924306367125,54.578474164009094,60.85101967411382,71.01107834439192,81.91605973988771,50.061618895595466,17.589313906221072,21.91883539115744,114.94084947875568,46.398686517828274,53.80171614509403,24.160398457830944,21.65444921036916,169.08317346658026,49.04603358092053,51.1577530995727,21.81618997078232,24.208759064120905,124.45609468434539,45.991820136883426
29,"L-Bar, NM, Disposal Site",BAR,NM,29.902356974923112,12.476076128883093,11.798055756038853,73.33007854010377,26.949439936184458,29.854226857423782,33.36159125236528,38.33496272563934,46.01663482109351,52.41261846385896,31.562059309777993,12.830421759307022,10.822568757326476,79.86531289560455,29.018860343577607,30.596443598335934,12.349722281452479,11.16079206611695,75.02045431839568,28.443639426093018,29.899949108518825,12.489587574205158,12.020584553413626,63.46602426575763,27.24887618262853
30,"Laboratory for Energy-Related Health Research, CA, Site",LEH,CA,63.72045695684299,30.579711308667346,20.4116047360003,166.93853182452065,56.77026389166713,64.45308412824359,72.18640161944288,84.34469606727362,103.11180133638638,122.28765729814768,67.60613706278527,30.502934754902196,18.54473164172045,176.34902000427246,62.12513182046158,82.29029671123425,51.02755202129689,20.315540761553816,317.97569527157714,71.00277235731483,74.25394281859651,49.068758319926914,23.426965364654148,254.92143056222372,60.91941827908158
31,"Lakeview, OR, Disposal Site",LKD,OR,26.232106245255896,9.466131904856237,11.308784550055861,59.6509703834142,24.652200687809714,26.875205311392033,29.259483709133097,32.68862393285547,37.80876348859498,42.274085329180316,27.707959104443994,9.222810956886125,12.01363525220326,62.032636082065956,26.67154676746577,28.944483377700415,10.144894208890003,11.909063167071768,68.53531560461435,27.30966297177864,26.98240054718544,9.974662332603186,12.732115707227162,57.25766976497003,24.9955229328147
32,"Lakeview, OR, Processing Site",LKP,OR,28.131973443015916,10.351986052390563,11.77202491754932,64.22455656741347,26.213726198433765,28.761359357408114,31.369194907269307,35.23521567029612,40.65377612465194,45.87362248982702,29.958200059968444,10.43693923430047,12.610225891694427,69.46734240544694,28.769926680251956,30.902388577857604,10.893314779587188,12.848302056746823,71.58295727734055,29.324910390589917,28.642878618797866,10.39670480543769,13.224375301173755,58.224678318947554,26.419985886397107
33,"Lowman, ID, Disposal Site",LOW,ID,34.10116629342416,12.570782667091061,14.804904502151269,75.5597909912467,31.608229842303054,34.77452615542071,38.51312061638704,42.69256869863187,49.97107065282762,57.147834203871234,37.22298577337279,12.084876318511784,16.580555847446835,78.07510266346591,35.3256835868316,39.474089187499146,13.125723093862925,15.925243809553129,82.33523440680334,37.5840018569891,35.07144518421384,12.20566512812716,16.77210730101381,67.45932434818575,32.80848347182785
34,"Maxey Flats, KY, Disposal Site",MAX,KY,56.06939774315462,17.489516281976297,28.817688740257704,115.10198079049587,52.879904536530375,56.94299922989948,61.79325958447797,68.00668920789447,77.32680562351432,86.93303584919444,60.25630099990469,17.049931765254712,30.63236323318311,121.8247896858624,57.6812536721783,66.90368247756277,21.545485657314753,32.47663566310491,139.39765659826142,62.91911717770355,60.063703694000026,20.19186947943553,31.29024767716016,120.08462899497577,56.02772318358932
35,"Maybell West, CO, Disposal Site",MAW,CO,21.931056574828048,8.429182722145763,9.54909288723554,50.90398695319891,20.107637202766323,22.20294478881572,24.525142979941197,27.496644462059653,32.857763255015016,37.145942642486524,23.677965511113552,8.621912681462602,9.96844578933503,55.69452217647007,22.104115025805577,24.418660904769858,8.959532136740957,10.280094333990876,57.478430175355506,22.88144473319075,21.799756430337215,7.710218123092747,10.461024284761931,43.41345296374389,20.593744330108166
36,"Maybell, CO, Disposal Site",MAY,CO,24.39276157736978,9.534534625648806,11.384210422901171,60.84911195295198,22.729683012169385,24.820699243407166,27.340438117140106,30.819316314799444,35.60173001273402,39.81049718401794,26.224811211006156,9.595419837517484,11.389666053998683,64.0897870595966,24.16282560609813,26.8376483184945,9.583065748137411,12.01102069712111,62.33114379325083,25.143682081917568,24.497054335707112,8.713433681787551,12.258319919263679,49.75370377568262,23.13265549018979
37,"Mexican Hat, UT, Disposal Site",HAT,UT,20.25027165800566,9.099303530593911,7.5562098678866665,50.01369017575468,18.322503320606693,20.31316089976047,23.137382105258958,26.548814660470402,32.48909027315676,37.18620340805501,21.947577584175377,9.866433708867655,7.012010628490576,56.844106542744804,19.726669854883635,22.322887584815117,10.104328019239441,7.469680936940547,58.62942785024643,20.361967285030655,20.147468729731465,8.975323304275197,7.942186615296772,45.16580178003226,18.33536002252783
38,"Monticello, UT, Disposal and Processing Sites",MNT,UT,26.509441294688354,12.163436570707113,10.090246996177095,69.01346737784999,23.574647613401925,26.361830146717175,29.860180164022104,34.000325442424845,42.351501155644655,49.2872033567567,28.89252952072843,12.410818282170313,10.442802625974375,77.23425121179649,26.497392163478903,29.155220102082154,12.276902057018898,10.262086795410141,72.52240337963615,26.55966437554785,26.965928946167526,11.691612083453176,10.55865004725222,60.2808093386037,24.868211043732508
39,"Monument Valley, AZ, Processing Site",MON,AZ,22.12562082544425,9.966321669324056,8.032134584417301,55.21285443433693,19.715032570197113,22.088150733283587,25.12301626016519,28.94385578110814,35.07446561540876,40.978314644390984,23.692682319742524,10.514894207379664,7.867609320341477,65.01680950501135,21.395985053719155,24.164419581589573,11.55999470813883,7.508492912997359,68.64855152421764,21.49260555660086,22.544106625116846,10.272486894954508,8.427903654852084,51.874226251883165,20.39448236381369
40,"Mound, OH, Site",MND,OH,45.26767546325275,13.315863034580028,24.02054067435009,87.07976399787835,42.8386116267315,46.308552620134186,49.738950308944496,54.889035411179066,63.30467694039856,69.22649344695466,49.8460819084186,13.528552498959636,26.017463845866068,92.21209503178086,47.92836301161775,56.47520837239571,16.758874256414458,25.95604275619345,113.68503562573876,54.360871695514234,48.447236521031904,15.970328516971124,25.517122181398527,95.50472452704396,44.38065513968468
41,"Naturita, CO, Disposal Site",NAD,CO,27.31932756486254,12.213322548478475,10.050801550304252,72.81495658680797,24.91369125034128,27.592438658965484,30.004314353157366,35.11435760717307,41.6795104475958,49.3889732219811,28.28323876406674,11.145984297810932,10.633096644388777,71.8107704605375,26.071507034690253,29.764186441197726,12.658625081659855,10.872854421281122,77.39426078540939,27.467681154874818,27.46350730980374,12.240991928177618,11.430189143201071,64.99298047274351,24.68251590617001
42,"Naturita, CO, Processing Site",NAP,CO,30.363592511988525,13.786642740289127,11.020174908584782,82.00194862272058,27.17086371433522,30.194568767079286,33.6397156718054,38.34718701296619,46.858083662976114,55.25016614701599,31.27338130768009,12.497978204536455,11.559173042353775,80.4207021104438,28.93160185776651,33.05849156122709,14.268982692735793,12.144304602406919,84.94795840233564,30.23246598563024,30.685220388902042,14.096007504073436,12.920306586394352,75.08029296462026,27.79797465939607
43,"Parkersburg, WV, Disposal Site",PKB,WV,45.909756008412074,12.455137640131646,25.136861577630043,83.86821648372072,44.224399102053475,46.7739124117153,50.47897782309779,54.926176582063945,62.084429478272796,68.81824441121093,49.610749835171106,12.975356499511328,26.858424501759664,97.08337384675231,47.671789123809766,56.107788115009484,16.153645390979193,28.56495687738061,115.23269800735372,53.71274576256318,49.95392475144139,16.389543376170398,28.548283415979572,98.7179855416928,46.20119720431311
44,"Pinellas County, FL, Site",PIN,FL,76.1949392138952,39.30555841365227,31.51558897724109,251.18337380034583,66.81092785937446,72.36527646226543,82.84354941653353,96.51494454592466,117.62605837679335,136.87331264705531,77.97181718408109,33.86794309302881,32.89408904633352,232.83592563654696,70.57504060545138,87.70229274627832,40.93522341108536,30.824680493346282,261.617657329355,78.35844176422272,79.18811113770884,37.889915774913796,35.702519344964195,207.69984740763903,69.8753861444337
45,"Piqua, OH, Decommissioned Reactor Site",PIQ,OH,45.29357557291906,14.100545298501757,23.80847960178341,89.01673177523273,42.17801234418793,45.21374949919326,49.329502301822814,55.66481587343982,65.19583623989352,71.91830944003803,48.53958280619777,14.130188009674416,23.471157871452824,93.81292981228658,46.16589310712048,54.1802007668881,17.515226959496985,26.017016132495232,117.97418743371964,51.254412352240514,48.156495983001264,16.421408914376993,26.344080149595225,94.19380205550364,43.62958464771509
46,"Pre-Gondola and Trencher, MT, Site",PGD,MT,25.003082066125767,11.022536043750744,9.275886399804481,62.47074702488525,22.556482987212284,24.930854035275324,27.855284455498413,32.03342666716448,39.652571620951804,44.95771444801773,25.82283259739556,11.136538851311181,8.957680886877435,71.82999938460333,23.636536772495933,26.28783708490292,11.977270209402766,9.075900985460196,75.62261263706854,23.861274575548514,25.838403897176455,11.453917376028002,10.138124486963664,60.29774641085948,23.532987758517265
47,"Pre-Schooner II, ID, Site",PSC,ID,20.20896860037227,8.032150428500032,8.954721626027354,48.69783303833434,18.395296916631715,20.249063109180756,22.55838100931474,25.52626426331699,30.018038222832338,34.59156088397971,22.546175669681986,8.399961808704143,9.192580400433924,56.3081231101283,20.811872014642827,23.82726541265285,9.516015810852489,9.83061431241887,57.02524797192642,21.910886383349343,20.521209985728884,7.851609914833073,9.632173892376679,43.88138013226645,18.75712559558451
48,"Rifle New, CO, Processing Site",RFN,CO,30.976124358486995,12.033616089786474,13.639253943360277,71.20576109737158,28.600970592482813,31.201612643365348,34.203171390773996,38.709853403270245,46.19663667066821,53.31418168664511,33.03650449841117,11.397949704683823,13.99688197166792,74.47854392230511,30.9432789749865,34.33297200926005,12.38749468618909,14.446109982340463,75.43386295437813,32.07213992385992,31.590114560395744,12.249326956579559,14.641390065662563,66.22768438288143,28.703836810642056
49,"Rifle Old, CO, Processing Site",RFO,CO,30.976124358486995,12.033616089786474,13.639253943360277,71.20576109737158,28.600970592482813,31.201612643365348,34.203171390773996,38.709853403270245,46.19663667066821,53.31418168664511,33.03650449841117,11.397949704683823,13.99688197166792,74.47854392230511,30.9432789749865,34.33297200926005,12.38749468618909,14.446109982340463,75.43386295437813,32.07213992385992,31.590114560395744,12.249326956579559,14.641390065662563,66.22768438288143,28.703836810642056
50,"Rifle, CO, Disposal Site",RFL,CO,30.976124358486995,12.033616089786474,13.639253943360277,71.20576109737158,28.600970592482813,31.201612643365348,34.203171390773996,38.709853403270245,46.19663667066821,53.31418168664511,33.03650449841117,11.397949704683823,13.99688197166792,74.47854392230511,30.9432789749865,34.33297200926005,12.38749468618909,14.446109982340463,75.43386295437813,32.07213992385992,31.590114560395744,12.249326956579559,14.641390065662563,66.22768438288143,28.703836810642056
51,"Rio Blanco, CO, Site",RBL,CO,24.384806786155405,9.379199369417128,10.490114966939602,60.631963544126066,22.812692411909147,24.69517539388367,27.361851035883383,30.413295488272393,35.124258011845605,40.39497561420181,26.648918881582095,9.730352594045888,11.302948799649519,64.84091191419533,24.636210141969578,28.053083316328163,11.042225895930137,10.860349676970925,75.60747036976474,25.990194641053677,25.045625747667785,9.473144684863566,11.168669423620615,52.21540922565119,23.483808737780368
52,"Riverton, WY, Processing Site",RVT,WY,19.671339700467723,7.593241255848728,8.604775776620954,46.36827200385077,18.19734797546906,20.02259552079652,21.85726471444858,24.73542864567467,29.280732372509583,32.812228087069734,21.414384784595903,8.188604224659954,8.256353817081877,53.23916889194931,19.80048834811896,21.630128778837122,8.443892683967096,8.645479735319636,54.30137024128011,19.962674642114766,19.922755585164477,7.321945536150914,9.639369441928077,40.40902790480426,18.433327287701623
53,"Rocky Flats, CO, Site",RFS,CO,29.374509407753802,11.66009502906613,12.581810910653855,68.47967724981052,26.887654323529983,28.97468777373433,32.997700864715235,37.14952524751425,44.19047843797931,51.1225058630641,31.380495741124065,12.385568322609576,11.882596290005106,78.62289500023637,28.950834912913187,31.720812868972324,13.829586797524351,12.507452832401864,88.28972836158106,28.588979920771504,30.155699762855225,12.45700897569628,13.213489094882139,65.54170595481992,27.38505834048348
54,"Rulison, CO, Site",RUL,CO,32.43459607807121,13.22794710135643,14.177689501749617,79.20799961845789,29.644572348999127,32.23456031243716,35.610687393429025,41.35327013209462,48.66985783779195,57.578556349367965,34.463411283914255,12.451194321092041,14.469772544024247,79.49441511716161,32.25660579545157,35.39247136611893,12.932290036544916,15.196682619197029,78.86972432690007,33.20760928493525,32.99559272316473,12.985828398564914,15.401701306525085,68.62257241404482,30.10081047458308
55,"Salmon, MS, Site",SAL,MS,83.15981451246165,28.97589286860412,38.473795181406395,176.54440695686,78.22345887709942,83.89545383730105,92.19490746036172,103.76338689987149,122.67459720107061,136.73938079071897,87.8543772876523,30.499037340789496,38.50376778947456,202.69021689891815,82.69791133435709,100.78717640340668,40.26936674500268,39.78623968682119,256.50632583669255,91.92527408844659,91.06432768869502,35.887859221909366,43.437225597777534,188.40825424662657,82.56629809205022
56,"Salt Lake City, UT, Disposal Site",SLD,UT,20.12067896085886,8.182578248519508,8.5469232073852,47.9717549867928,18.284706565152323,20.06068570273263,22.35180068361972,25.84835978757058,30.572177935391665,35.162750016232685,22.06873118735873,8.643941181674544,8.533362305856176,56.908656656742096,20.15928879513272,22.76398871466588,9.369730479518877,8.302021972901587,58.72364223801664,20.907338658746863,20.268889877651564,8.398846641366267,9.800352319143713,44.53778109912361,18.158659265775764
57,"Salt Lake City, UT, Processing Site",SLP,UT,36.952184358901555,13.948847112542145,15.57551871852151,84.70452781766653,34.403459302016664,37.60625311572637,41.897346411964726,46.46931428994451,53.930961726499454,60.99500221067241,40.03766340667829,13.827120625380571,16.9172851568354,92.48696374041694,38.0280654478286,42.10487723656248,14.509691303307378,17.118465082187736,94.66999593589988,40.04814895535154,38.05348681873215,13.55607507919614,17.887730171371782,75.86260424660784,36.05040317135198
58,"Sherwood, WA, Disposal Site",SHE,WA,20.034785704789396,7.00187306184011,9.347334879982684,44.55571370199323,18.950290505641274,20.365101218755758,21.98068814884339,24.630375978137767,28.575615964031645,32.398834807931316,22.669293803975304,7.7546010859236905,10.38270159624517,55.99161250782864,21.196907429423714,24.19606822356723,8.074916547017835,10.594488849996456,55.54545433925731,22.883121353308006,21.194668668505773,7.680899728227736,10.298013391106256,43.01857012989266,19.721043382638268
59,"Shiprock, NM, Disposal Site",SHP,NM,21.052801960334417,9.007314575525989,7.736474430255059,52.789357411009924,19.059273178156996,21.346616272681526,23.555795126594603,26.541049306147865,32.58790943904647,37.21377008062388,22.290973017363044,9.06031771381915,8.062475876483534,54.67804853937456,20.600604768177227,22.687679403875517,9.517993343385148,7.938449349187847,58.392347634903025,20.50833029705765,20.897673576521996,8.820987747901265,8.54110775315868,46.85313157471163,19.320315129256674
